case_set,snapshot_update,case_id,env_id,checkpoint,episode_return,episode_length,action_abs_max,target_joint_limit_steps,actual_joint_limit_steps,target_joint_max_excess_rad,actual_joint_max_excess_rad,self_collision_steps,self_collision_max_N,confirmed_nonfoot_ground_steps,confirmed_nonfoot_ground_max_N,foot_ground_steps,nonfinite,primary_fall,height_failure,tilt_failure,timeout,episode_seconds,velocity_tracking_error_mean,velocity_tracking_mean,command_x_mean,command_y_mean,actual_x_mean,actual_y_mean,actual_forward_distance,action_abs_mean,seed,observation_noise_seed
independent_32,100,independent_forward_29,0,/home/xiexuhui/InstinctLab/logs/e1-d8/fixed_lr_20260924/train/20260924_222822_G1ForwardResearch_E1_D8_ForwardResearch_fixed_lr_s42/snapshot_update_100.pt,-3.1864446810795926,43,0.3906784951686859,0,8,0.0,0.0016505718231201172,0,0.0,0,0.0,42,False,True,True,False,False,0.86,0.6423179385967033,0.43838813242828745,0.5,0.0,1.0139170455378155,0.15443926772405936,0.8719686591625214,0.09167347605838332,92345,4765488
independent_32,100,independent_forward_30,0,/home/xiexuhui/InstinctLab/logs/e1-d8/fixed_lr_20260924/train/20260924_222822_G1ForwardResearch_E1_D8_ForwardResearch_fixed_lr_s42/snapshot_update_100.pt,-3.2142407943028957,58,0.4482864439487457,0,0,0.0,0.0,4,2.5702364444732666,0,0.0,56,False,True,True,False,False,1.16,1.2445952789536838,0.021819024357926275,0.5,0.0,-0.7433553466509129,0.02477452176590932,-0.862292202115059,0.09526885699095397,92345,4870217
independent_32,100,independent_forward_31,0,/home/xiexuhui/InstinctLab/logs/e1-d8/fixed_lr_20260924/train/20260924_222822_G1ForwardResearch_E1_D8_ForwardResearch_fixed_lr_s42/snapshot_update_100.pt,-3.353046413103584,41,0.3533651828765869,0,10,0.0,0.0023809075355529785,1,27.316650390625,0,0.0,40,False,True,True,False,False,0.8200000000000001,0.7919225729093319,0.2790809053921981,0.5,0.0,1.079001214446091,0.4862577311876344,0.8847809958457947,0.09250359109989027,92345,4974946
independent_32,300,independent_forward_00,0,/home/xiexuhui/InstinctLab/logs/e1-d8/fixed_lr_20260924/train/20260924_222822_G1ForwardResearch_E1_D8_ForwardResearch_fixed_lr_s42/snapshot_update_300.pt,-2.0999382780864835,86,1.297573208808899,0,0,0.0,0.0,2,2.875685214996338,0,0.0,84,False,True,True,False,False,1.72,0.5409687990539296,0.4577008466516798,0.5,0.0,0.5022830670526208,-0.2004451367267689,0.8639268753305078,0.20698257570349893,92345,1728347
independent_32,300,independent_forward_01,0,/home/xiexuhui/InstinctLab/logs/e1-d8/fixed_lr_20260924/train/20260924_222822_G1ForwardResearch_E1_D8_ForwardResearch_fixed_lr_s42/snapshot_update_300.pt,-3.4625732706917915,50,0.8087849020957947,0,0,0.0,0.0,4,104.1910629272461,0,0.0,50,False,True,True,False,False,1.0,1.3106103980541228,0.010411497204333214,0.5,0.0,-0.7884733957052231,-0.06373385846614837,-0.7884733957052231,0.17676273360848427,92345,1833076
independent_32,300,independent_forward_02,0,/home/xiexuhui/InstinctLab/logs/e1-d8/fixed_lr_20260924/train/20260924_222822_G1ForwardResearch_E1_D8_ForwardResearch_fixed_lr_s42/snapshot_update_300.pt,-3.4874590997424093,49,0.8777812719345093,0,0,0.0,0.0,1,1.7096823453903198,0,0.0,47,False,True,True,False,False,0.98,1.4164139239155515,0.007413283051769951,0.5,0.0,-0.9052342480542709,-0.12603839197937322,-0.8871295630931855,0.1777343281677791,92345,1937805
independent_32,300,independent_forward_03,0,/home/xiexuhui/InstinctLab/logs/e1-d8/fixed_lr_20260924/train/20260924_222822_G1ForwardResearch_E1_D8_ForwardResearch_fixed_lr_s42/snapshot_update_300.pt,-2.951973950257525,75,0.9669077396392822,1,0,0.02047744393348694,0.0,3,4.7188944816589355,0,0.0,73,False,True,True,False,False,1.5,1.087340811888377,0.06762181923692344,0.5,0.0,-0.5559340378642083,-0.17619034229467312,-0.8339010567963123,0.18361692229906718,92345,2042534
independent_32,300,independent_forward_04,0,/home/xiexuhui/InstinctLab/logs/e1-d8/fixed_lr_20260924/train/20260924_222822_G1ForwardResearch_E1_D8_ForwardResearch_fixed_lr_s42/snapshot_update_300.pt,-2.475645885337144,71,1.3661110401153564,1,0,0.007857918739318848,0.0,0,0.0,0,0.0,69,False,True,True,False,False,1.42,0.5318934600537931,0.518687643518462,0.5,0.0,0.7014171512613834,0.12984268808029067,0.9960123547911645,0.2285142719325885,92345,2147263
independent_32,300,independent_forward_05,0,/home/xiexuhui/InstinctLab/logs/e1-d8/fixed_lr_20260924/train/20260924_222822_G1ForwardResearch_E1_D8_ForwardResearch_fixed_lr_s42/snapshot_update_300.pt,-2.2481110324151814,96,1.0009125471115112,1,1,0.017848163843154907,0.000725865364074707,3,3.1570048332214355,0,0.0,95,False,True,True,False,False,1.92,0.6007889485917985,0.35267073573008173,0.5,0.0,0.40003445237137686,-0.24010197562165558,0.7680661485530437,0.19232821899155775,92345,2251992
independent_32,300,independent_forward_06,0,/home/xiexuhui/InstinctLab/logs/e1-d8/fixed_lr_20260924/train/20260924_222822_G1ForwardResearch_E1_D8_ForwardResearch_fixed_lr_s42/snapshot_update_300.pt,-3.2270887000486255,57,0.9095650911331177,0,0,0.0,0.0,1,2.5046045780181885,0,0.0,55,False,True,True,False,False,1.1400000000000001,1.1860693515392773,0.03758879354033226,0.5,0.0,-0.674931624740885,0.10321093206865746,-0.7694220522046089,0.17052298496689713,92345,2356721
independent_32,300,independent_forward_07,0,/home/xiexuhui/InstinctLab/logs/e1-d8/fixed_lr_20260924/train/20260924_222822_G1ForwardResearch_E1_D8_ForwardResearch_fixed_lr_s42/snapshot_update_300.pt,-1.316695749759674,133,1.4323676824569702,2,4,0.07806038856506348,0.006209909915924072,4,2.051138162612915,0,0.0,131,False,True,True,False,False,2.66,0.5248031138925624,0.42686535509676476,0.5,0.0,0.35489110092114295,-0.02915044058520431,0.9440103284502402,0.2065866010865771,92345,2461450
independent_32,300,independent_forward_08,0,/home/xiexuhui/InstinctLab/logs/e1-d8/fixed_lr_20260924/train/20260924_222822_G1ForwardResearch_E1_D8_ForwardResearch_fixed_lr_s42/snapshot_update_300.pt,-1.6364992253948003,114,1.2892541885375977,0,0,0.0,0.0,2,34.700767517089844,0,0.0,113,False,True,True,False,False,2.2800000000000002,0.5578902006933564,0.3984408163476537,0.5,0.0,0.38657075285976916,0.1718923571078401,0.8813813165202737,0.22110452489894733,92345,2566179
independent_32,300,independent_forward_09,0,/home/xiexuhui/InstinctLab/logs/e1-d8/fixed_lr_20260924/train/20260924_222822_G1ForwardResearch_E1_D8_ForwardResearch_fixed_lr_s42/snapshot_update_300.pt,-3.1287480844621314,68,1.0083160400390625,0,0,0.0,0.0,4,3.4224328994750977,0,0.0,66,False,True,True,False,False,1.36,1.1598782039740507,0.044134013105752046,0.5,0.0,-0.6498622970984262,-0.12447590052204974,-0.8838127240538597,0.17528732975616174,92345,2670908
independent_32,300,independent_forward_10,0,/home/xiexuhui/InstinctLab/logs/e1-d8/fixed_lr_20260924/train/20260924_222822_G1ForwardResearch_E1_D8_ForwardResearch_fixed_lr_s42/snapshot_update_300.pt,-2.7799875584896654,86,0.8650213479995728,15,0,0.07175150513648987,0.0,12,10.754226684570312,0,0.0,84,False,True,True,False,False,1.72,0.9555915046569913,0.13424038855671408,0.5,0.0,-0.3981187849543815,-0.3149950687102107,-0.6847643101215363,0.18849792608688043,92345,2775637
independent_32,300,independent_forward_11,0,/home/xiexuhui/InstinctLab/logs/e1-d8/fixed_lr_20260924/train/20260924_222822_G1ForwardResearch_E1_D8_ForwardResearch_fixed_lr_s42/snapshot_update_300.pt,-1.9737485847435892,94,1.2899564504623413,1,0,0.0025263428688049316,0.0,0,0.0,0,0.0,93,False,True,True,False,False,1.8800000000000001,0.49895386984373663,0.47991944801253067,0.5,0.0,0.469095658174062,0.004203497432172298,0.8818998373672366,0.21455679500990726,92345,2880366
independent_32,300,independent_forward_12,0,/home/xiexuhui/InstinctLab/logs/e1-d8/fixed_lr_20260924/train/20260924_222822_G1ForwardResearch_E1_D8_ForwardResearch_fixed_lr_s42/snapshot_update_300.pt,-2.1265678634808864,83,1.2834577560424805,0,5,0.0,0.00228804349899292,0,0.0,0,0.0,82,False,True,True,False,False,1.6600000000000001,0.4796036442135831,0.5370493497939167,0.5,0.0,0.5654424535761396,-0.054884440209492145,0.9386344729363918,0.21904769001236882,92345,2985095
independent_32,300,independent_forward_13,0,/home/xiexuhui/InstinctLab/logs/e1-d8/fixed_lr_20260924/train/20260924_222822_G1ForwardResearch_E1_D8_ForwardResearch_fixed_lr_s42/snapshot_update_300.pt,-2.9892301618820056,73,0.8590216040611267,0,0,0.0,0.0,6,22.55463981628418,0,0.0,71,False,True,True,False,False,1.46,0.8745661761662732,0.1335999135255238,0.5,0.0,-0.11730908735157693,-0.566219127953869,-0.17127126753330232,0.1914338752219122,92345,3089824
independent_32,300,independent_forward_14,0,/home/xiexuhui/InstinctLab/logs/e1-d8/fixed_lr_20260924/train/20260924_222822_G1ForwardResearch_E1_D8_ForwardResearch_fixed_lr_s42/snapshot_update_300.pt,-1.802137991413474,95,1.2315788269042969,0,0,0.0,0.0,2,5.64678955078125,0,0.0,93,False,True,True,False,False,1.9000000000000001,0.4955715257870524,0.49269914402378306,0.5,0.0,0.5011226166039705,0.10541613729499084,0.9521329715475441,0.2266854912042618,92345,3194553
independent_32,300,independent_forward_15,0,/home/xiexuhui/InstinctLab/logs/e1-d8/fixed_lr_20260924/train/20260924_222822_G1ForwardResearch_E1_D8_ForwardResearch_fixed_lr_s42/snapshot_update_300.pt,-2.115953563057701,85,1.3754708766937256,0,0,0.0,0.0,0,0.0,0,0.0,84,False,True,True,False,False,1.7,0.5056211615309996,0.49928278284907507,0.5,0.0,0.5624339315821143,0.12325279486968237,0.9561376836895943,0.2277869512053097,92345,3299282
independent_32,300,independent_forward_16,0,/home/xiexuhui/InstinctLab/logs/e1-d8/fixed_lr_20260924/train/20260924_222822_G1ForwardResearch_E1_D8_ForwardResearch_fixed_lr_s42/snapshot_update_300.pt,-3.2057288995711133,63,0.891501784324646,4,0,0.029331892728805542,0.0,12,4.415677547454834,0,0.0,60,False,True,True,False,False,1.26,1.1771941014698573,0.03989900840925734,0.5,0.0,-0.6497102223691487,-0.21280291196077117,-0.8186348801851273,0.18724943011526077,92345,3404011
independent_32,300,independent_forward_17,0,/home/xiexuhui/InstinctLab/logs/e1-d8/fixed_lr_20260924/train/20260924_222822_G1ForwardResearch_E1_D8_ForwardResearch_fixed_lr_s42/snapshot_update_300.pt,-3.168604373408016,61,0.973027229309082,0,0,0.0,0.0,2,27.023574829101562,0,0.0,59,False,True,True,False,False,1.22,1.2081430769357524,0.03185860545561062,0.5,0.0,-0.704470413630126,0.053279356145467915,-0.8594539046287537,0.1758814097427931,92345,3508740
independent_32,300,independent_forward_18,0,/home/xiexuhui/InstinctLab/logs/e1-d8/fixed_lr_20260924/train/20260924_222822_G1ForwardResearch_E1_D8_ForwardResearch_fixed_lr_s42/snapshot_update_300.pt,-3.398866731207818,53,1.120505928993225,0,0,0.0,0.0,2,3.3025314807891846,0,0.0,51,False,True,True,False,False,1.06,1.323033684829496,0.015921375552313974,0.5,0.0,-0.7953259298261607,0.26047825138523895,-0.8430454856157303,0.17264289732249277,92345,3613469
independent_32,300,independent_forward_19,0,/home/xiexuhui/InstinctLab/logs/e1-d8/fixed_lr_20260924/train/20260924_222822_G1ForwardResearch_E1_D8_ForwardResearch_fixed_lr_s42/snapshot_update_300.pt,-3.464644886320457,42,0.9455198645591736,0,0,0.0,0.0,2,48.523597717285156,0,0.0,41,False,True,True,False,False,0.84,1.465103607802164,0.006246686557795758,0.5,0.0,-0.9592677369004204,-0.11416195545877729,-0.8057848989963532,0.1800759303427878,92345,3718198
independent_32,300,independent_forward_20,0,/home/xiexuhui/InstinctLab/logs/e1-d8/fixed_lr_20260924/train/20260924_222822_G1ForwardResearch_E1_D8_ForwardResearch_fixed_lr_s42/snapshot_update_300.pt,-3.523922468688397,41,1.3741132020950317,0,0,0.0,0.0,2,3.126239776611328,0,0.0,38,False,True,True,False,False,0.8200000000000001,0.8114745522417673,0.2144370372059312,0.5,0.0,1.100801681599966,0.44879905988530416,0.9026573789119721,0.22228486654235097,92345,3822927
independent_32,300,independent_forward_21,0,/home/xiexuhui/InstinctLab/logs/e1-d8/fixed_lr_20260924/train/20260924_222822_G1ForwardResearch_E1_D8_ForwardResearch_fixed_lr_s42/snapshot_update_300.pt,-2.456285024061799,66,1.337437391281128,0,6,0.0,0.001800537109375,1,1.1386761665344238,0,0.0,64,False,True,True,False,False,1.32,0.4966567181276553,0.5552127285653555,0.5,0.0,0.7017777957247965,-0.15838588390386465,0.9263466903567315,0.23193159744595038,92345,3927656
independent_32,300,independent_forward_22,0,/home/xiexuhui/InstinctLab/logs/e1-d8/fixed_lr_20260924/train/20260924_222822_G1ForwardResearch_E1_D8_ForwardResearch_fixed_lr_s42/snapshot_update_300.pt,-0.9550255637150258,141,1.1657640933990479,1,0,0.011004209518432617,0.0,1,2.6625759601593018,0,0.0,138,False,True,True,False,False,2.82,0.5398138934838856,0.40211137635083266,0.5,0.0,0.3090505321074198,-0.12882628227445356,0.8715225005429238,0.2123970961634149,92345,4032385
independent_32,300,independent_forward_23,0,/home/xiexuhui/InstinctLab/logs/e1-d8/fixed_lr_20260924/train/20260924_222822_G1ForwardResearch_E1_D8_ForwardResearch_fixed_lr_s42/snapshot_update_300.pt,-3.0300471316440962,71,0.9156860113143921,4,0,0.07770079374313354,0.0,11,35.42152786254883,0,0.0,69,False,True,True,False,False,1.42,1.102375242911594,0.06505100839283696,0.5,0.0,-0.5795397787866458,-0.21721667177240614,-0.8229464858770371,0.1852504554348932,92345,4137114
independent_32,300,independent_forward_24,0,/home/xiexuhui/InstinctLab/logs/e1-d8/fixed_lr_20260924/train/20260924_222822_G1ForwardResearch_E1_D8_ForwardResearch_fixed_lr_s42/snapshot_update_300.pt,-1.9732852848246694,83,1.346129059791565,1,0,0.010225683450698853,0.0,2,2.9084558486938477,0,0.0,82,False,True,True,False,False,1.6600000000000001,0.46751359441732787,0.5492084855091034,0.5,0.0,0.5817259326577187,0.0003221449722726661,0.965665048211813,0.20068848896098423,92345,4241843
independent_32,300,independent_forward_25,0,/home/xiexuhui/InstinctLab/logs/e1-d8/fixed_lr_20260924/train/20260924_222822_G1ForwardResearch_E1_D8_ForwardResearch_fixed_lr_s42/snapshot_update_300.pt,-2.9028775619808584,49,1.320602536201477,0,0,0.0,0.0,0,0.0,0,0.0,47,False,True,True,False,False,0.98,0.5045150814159792,0.5663735721128451,0.5,0.0,0.9583168315644167,-0.004622216127356704,0.9391504949331284,0.22959225761647128,92345,4346572
independent_32,300,independent_forward_26,0,/home/xiexuhui/InstinctLab/logs/e1-d8/fixed_lr_20260924/train/20260924_222822_G1ForwardResearch_E1_D8_ForwardResearch_fixed_lr_s42/snapshot_update_300.pt,-3.0539400481502526,79,0.9517263174057007,7,0,0.05218091607093811,0.0,16,53.55710983276367,0,0.0,77,False,True,True,False,False,1.58,1.0838682334634322,0.05881757347290036,0.5,0.0,-0.5328346630440483,-0.26985983901857574,-0.8418787676095962,0.18561120708531972,92345,4451301
independent_32,300,independent_forward_27,0,/home/xiexuhui/InstinctLab/logs/e1-d8/fixed_lr_20260924/train/20260924_222822_G1ForwardResearch_E1_D8_ForwardResearch_fixed_lr_s42/snapshot_update_300.pt,-3.529050843379082,51,0.9799016714096069,0,0,0.0,0.0,5,105.99815368652344,0,0.0,51,False,True,True,False,False,1.02,1.3315268708210366,0.009284859968488747,0.5,0.0,-0.8003182656624738,-0.009951637656080956,-0.8163246309757233,0.1736517761852227,92345,4556030
independent_32,300,independent_forward_28,0,/home/xiexuhui/InstinctLab/logs/e1-d8/fixed_lr_20260924/train/20260924_222822_G1ForwardResearch_E1_D8_ForwardResearch_fixed_lr_s42/snapshot_update_300.pt,-1.7642402509227395,95,1.347744107246399,0,0,0.0,0.0,2,5.129534721374512,0,0.0,93,False,True,True,False,False,1.9000000000000001,0.4900601588483704,0.5036546340414421,0.5,0.0,0.5117552669620827,0.03948580207009064,0.9723350072279573,0.20769320153876356,92345,4660759
independent_32,300,independent_forward_29,0,/home/xiexuhui/InstinctLab/logs/e1-d8/fixed_lr_20260924/train/20260924_222822_G1ForwardResearch_E1_D8_ForwardResearch_fixed_lr_s42/snapshot_update_300.pt,-2.8235320216044784,54,1.2878886461257935,0,0,0.0,0.0,1,0.12465567886829376,0,0.0,53,False,True,True,False,False,1.08,0.48891009811173985,0.562005459947546,0.5,0.0,0.7950268647185078,-0.05401825077003903,0.8586290138959884,0.2350020312048771,92345,4765488
independent_32,300,independent_forward_30,0,/home/xiexuhui/InstinctLab/logs/e1-d8/fixed_lr_20260924/train/20260924_222822_G1ForwardResearch_E1_D8_ForwardResearch_fixed_lr_s42/snapshot_update_300.pt,-2.774576308031101,82,1.035763144493103,0,0,0.0,0.0,7,16.442028045654297,0,0.0,80,False,True,True,False,False,1.6400000000000001,1.0361316291297353,0.07868756690655886,0.5,0.0,-0.5263677826378403,-0.12682881276691105,-0.8632431635260582,0.1736321481989651,92345,4870217
independent_32,300,independent_forward_31,0,/home/xiexuhui/InstinctLab/logs/e1-d8/fixed_lr_20260924/train/20260924_222822_G1ForwardResearch_E1_D8_ForwardResearch_fixed_lr_s42/snapshot_update_300.pt,-3.1048237832437735,48,1.1904155015945435,0,0,0.0,0.0,0,0.0,0,0.0,46,False,True,True,False,False,0.96,0.6383696605140964,0.4278767620405688,0.5,0.0,0.997338275735577,0.27609660290181637,0.9574447447061539,0.22749888679633537,92345,4974946
independent_32,600,independent_forward_00,0,/home/xiexuhui/InstinctLab/logs/e1-d8/fixed_lr_20260924/train/20260924_222822_G1ForwardResearch_E1_D8_ForwardResearch_fixed_lr_s42/snapshot_update_600.pt,11.721835247910349,726,2.1992697715759277,5,0,0.0990409255027771,0.0,0,0.0,0,0.0,724,False,True,True,False,False,14.52,0.49391413495437175,0.3946656073033412,0.5,0.0,0.06189555176053505,0.001640211895597436,0.898723411562969,0.21151588140850883,92345,1728347
independent_32,600,independent_forward_01,0,/home/xiexuhui/InstinctLab/logs/e1-d8/fixed_lr_20260924/train/20260924_222822_G1ForwardResearch_E1_D8_ForwardResearch_fixed_lr_s42/snapshot_update_600.pt,-3.627193670225097,56,1.582144856452942,5,0,0.18422293663024902,0.0,1,5.12138032913208,0,0.0,55,False,True,True,False,False,1.12,1.2801651741777147,0.01683342045931805,0.5,0.0,-0.7547152957745961,-0.09945994296244212,-0.8452811312675477,0.24996817857027054,92345,1833076
independent_32,600,independent_forward_02,0,/home/xiexuhui/InstinctLab/logs/e1-d8/fixed_lr_20260924/train/20260924_222822_G1ForwardResearch_E1_D8_ForwardResearch_fixed_lr_s42/snapshot_update_600.pt,-3.508760358876316,52,1.4019365310668945,6,0,0.10518765449523926,0.0,1,1.5237886905670166,0,0.0,50,False,True,True,False,False,1.04,1.3649868334715183,0.008385214990818799,0.5,0.0,-0.862170465863668,-0.06605023145675659,-0.8966572844982147,0.23955175194602746,92345,1937805
independent_32,600,independent_forward_03,0,/home/xiexuhui/InstinctLab/logs/e1-d8/fixed_lr_20260924/train/20260924_222822_G1ForwardResearch_E1_D8_ForwardResearch_fixed_lr_s42/snapshot_update_600.pt,21.339732125561568,1000,1.8392328023910522,5,0,0.04735124111175537,0.0,2,16.762100219726562,0,0.0,998,False,False,False,False,True,20.0,0.5074482620060444,0.36964071770757434,0.5,0.0,8.034184513962828e-05,-0.004961332688108087,0.0016068369027925655,0.2041059138774872,92345,2042534
independent_32,600,independent_forward_04,0,/home/xiexuhui/InstinctLab/logs/e1-d8/fixed_lr_20260924/train/20260924_222822_G1ForwardResearch_E1_D8_ForwardResearch_fixed_lr_s42/snapshot_update_600.pt,12.279102204483934,748,2.0558741092681885,7,0,0.04723560810089111,0.0,0,0.0,0,0.0,746,False,True,True,False,False,14.96,0.5011236854096784,0.3901266852462771,0.5,0.0,0.06208793311267792,0.016826644061098402,0.9288354793656618,0.2126407862546291,92345,2147263
independent_32,600,independent_forward_05,0,/home/xiexuhui/InstinctLab/logs/e1-d8/fixed_lr_20260924/train/20260924_222822_G1ForwardResearch_E1_D8_ForwardResearch_fixed_lr_s42/snapshot_update_600.pt,10.092313227039995,666,1.9994633197784424,4,0,0.040079712867736816,0.0,2,20.62468910217285,0,0.0,665,False,True,True,False,False,13.32,0.5107881403318396,0.3786120879328034,0.5,0.0,0.07304821212813761,0.0036893306326613324,0.9730021855467931,0.21505003485146226,92345,2251992
independent_32,600,independent_forward_06,0,/home/xiexuhui/InstinctLab/logs/e1-d8/fixed_lr_20260924/train/20260924_222822_G1ForwardResearch_E1_D8_ForwardResearch_fixed_lr_s42/snapshot_update_600.pt,-3.2277038343599997,67,1.4769048690795898,10,0,0.13806700706481934,0.0,0,0.0,0,0.0,66,False,True,True,False,False,1.34,1.103857208543749,0.060099112021906764,0.5,0.0,-0.5789079521574191,-0.07946703861008829,-0.7757366558909417,0.24777262379874043,92345,2356721
independent_32,600,independent_forward_07,0,/home/xiexuhui/InstinctLab/logs/e1-d8/fixed_lr_20260924/train/20260924_222822_G1ForwardResearch_E1_D8_ForwardResearch_fixed_lr_s42/snapshot_update_600.pt,10.016695882659405,655,1.8874069452285767,7,0,0.03652629256248474,0.0,3,4.57784366607666,0,0.0,653,False,True,True,False,False,13.1,0.501887663394099,0.38994523876680787,0.5,0.0,0.07257188464059913,0.00735105314213811,0.9506916887918487,0.21532612349695832,92345,2461450
independent_32,600,independent_forward_08,0,/home/xiexuhui/InstinctLab/logs/e1-d8/fixed_lr_20260924/train/20260924_222822_G1ForwardResearch_E1_D8_ForwardResearch_fixed_lr_s42/snapshot_update_600.pt,13.898588863608893,828,2.144357442855835,7,0,0.053866565227508545,0.0,0,0.0,0,0.0,827,False,True,True,False,False,16.56,0.4978378184931578,0.390509862873345,0.5,0.0,0.05709534696109845,-0.0021205641394526054,0.9454989456757903,0.21334944525958546,92345,2566179
independent_32,600,independent_forward_09,0,/home/xiexuhui/InstinctLab/logs/e1-d8/fixed_lr_20260924/train/20260924_222822_G1ForwardResearch_E1_D8_ForwardResearch_fixed_lr_s42/snapshot_update_600.pt,1.7151455220300704,276,2.3058159351348877,8,0,0.28834426403045654,0.0,1,5.888399124145508,0,0.0,274,False,True,True,False,False,5.5200000000000005,0.4951513995942862,0.4288744411942784,0.5,0.0,0.16439814898320407,-0.018068372612765084,0.9074777823872865,0.255482364769863,92345,2670908
independent_32,600,independent_forward_10,0,/home/xiexuhui/InstinctLab/logs/e1-d8/fixed_lr_20260924/train/20260924_222822_G1ForwardResearch_E1_D8_ForwardResearch_fixed_lr_s42/snapshot_update_600.pt,10.164691935366136,656,1.9000160694122314,5,0,0.07061955332756042,0.0,1,0.14452466368675232,0,0.0,655,False,True,True,False,False,13.120000000000001,0.4964459256337183,0.4014380048688841,0.5,0.0,0.07440305485321981,0.015269734908077048,0.9761680796742439,0.21759360130285707,92345,2775637
independent_32,600,independent_forward_11,0,/home/xiexuhui/InstinctLab/logs/e1-d8/fixed_lr_20260924/train/20260924_222822_G1ForwardResearch_E1_D8_ForwardResearch_fixed_lr_s42/snapshot_update_600.pt,21.549543254543096,1000,1.926745891571045,7,0,0.02518552541732788,0.0,1,7.630998611450195,0,0.0,998,False,False,False,False,True,20.0,0.502145956993103,0.3759837588891387,0.5,0.0,0.0025958373135072177,-0.0018084235737042037,0.05191674627014436,0.20893266285955905,92345,2880366
independent_32,600,independent_forward_12,0,/home/xiexuhui/InstinctLab/logs/e1-d8/fixed_lr_20260924/train/20260924_222822_G1ForwardResearch_E1_D8_ForwardResearch_fixed_lr_s42/snapshot_update_600.pt,8.312698521709535,569,1.9548953771591187,5,0,0.021637946367263794,0.0,1,4.459339618682861,0,0.0,567,False,True,True,False,False,11.38,0.49849468162888905,0.39875723098117044,0.5,0.0,0.08358513544803003,0.008468816097766842,0.9511988413985819,0.22079462720398743,92345,2985095
independent_32,600,independent_forward_13,0,/home/xiexuhui/InstinctLab/logs/e1-d8/fixed_lr_20260924/train/20260924_222822_G1ForwardResearch_E1_D8_ForwardResearch_fixed_lr_s42/snapshot_update_600.pt,9.88254737528041,635,1.8625444173812866,8,0,0.0910291075706482,0.0,0,0.0,0,0.0,633,False,True,True,False,False,12.700000000000001,0.5074529411755209,0.3881566361751037,0.5,0.0,0.07247363562204355,0.015313811223279303,0.9204151723999531,0.21766673189213895,92345,3089824
independent_32,600,independent_forward_14,0,/home/xiexuhui/InstinctLab/logs/e1-d8/fixed_lr_20260924/train/20260924_222822_G1ForwardResearch_E1_D8_ForwardResearch_fixed_lr_s42/snapshot_update_600.pt,21.591418579220772,1000,1.8014994859695435,4,0,0.044391930103302,0.0,0,0.0,0,0.0,998,False,False,False,False,True,20.0,0.5020564695596695,0.3714136221408844,0.5,0.0,0.004053188383168162,-0.0026458497636631362,0.08106376766336325,0.2003375559449196,92345,3194553
independent_32,600,independent_forward_15,0,/home/xiexuhui/InstinctLab/logs/e1-d8/fixed_lr_20260924/train/20260924_222822_G1ForwardResearch_E1_D8_ForwardResearch_fixed_lr_s42/snapshot_update_600.pt,21.31461197277531,1000,1.9086663722991943,6,0,0.03259938955307007,0.0,1,43.952850341796875,0,0.0,999,False,False,False,False,True,20.0,0.5024035690575838,0.37303717251122,0.5,0.0,0.003450872309069382,-0.00249733917802223,0.06901744618138764,0.20506024985760452,92345,3299282
independent_32,600,independent_forward_16,0,/home/xiexuhui/InstinctLab/logs/e1-d8/fixed_lr_20260924/train/20260924_222822_G1ForwardResearch_E1_D8_ForwardResearch_fixed_lr_s42/snapshot_update_600.pt,-2.9054223418352194,82,1.4352710247039795,9,0,0.11980736255645752,0.0,2,6.498049736022949,0,0.0,80,False,True,True,False,False,1.6400000000000001,1.0245799923815377,0.07773761084224344,0.5,0.0,-0.5096471862095159,0.03428153301839058,-0.835821385383606,0.23184500761875293,92345,3404011
independent_32,600,independent_forward_17,0,/home/xiexuhui/InstinctLab/logs/e1-d8/fixed_lr_20260924/train/20260924_222822_G1ForwardResearch_E1_D8_ForwardResearch_fixed_lr_s42/snapshot_update_600.pt,-2.8564295095857233,90,1.2670588493347168,7,0,0.046033382415771484,0.0,0,0.0,0,0.0,88,False,True,True,False,False,1.8,0.9904469337728289,0.1019118966048586,0.5,0.0,-0.4861994297140174,-0.01212251517507765,-0.8751589734852314,0.23376775119039747,92345,3508740
independent_32,600,independent_forward_18,0,/home/xiexuhui/InstinctLab/logs/e1-d8/fixed_lr_20260924/train/20260924_222822_G1ForwardResearch_E1_D8_ForwardResearch_fixed_lr_s42/snapshot_update_600.pt,-3.41267118864198,56,1.8159540891647339,7,0,0.2867664098739624,0.0,0,0.0,0,0.0,55,False,True,True,False,False,1.12,1.2456973908202988,0.020869602464083092,0.5,0.0,-0.7355541336749282,0.03580176244888987,-0.8238206297159195,0.23860952550811426,92345,3613469
independent_32,600,independent_forward_19,0,/home/xiexuhui/InstinctLab/logs/e1-d8/fixed_lr_20260924/train/20260924_222822_G1ForwardResearch_E1_D8_ForwardResearch_fixed_lr_s42/snapshot_update_600.pt,-3.5127219553105533,44,1.1658074855804443,7,0,0.022668033838272095,0.0,0,0.0,0,0.0,43,False,True,True,False,False,0.88,1.3848917944864794,0.009068709329291985,0.5,0.0,-0.884196898476644,0.005063506012613123,-0.7780932706594468,0.2531837980178269,92345,3718198
